Income,Rent,Groceries,Transport,Eating_Out,Entertainment,Utilities
1176.22,235.24,145.82,86.45,26.19,39.24,54.71
382.99,57.45,42.09,25.79,18.97,14.23,19.88
180.74,36.15,21.63,11.41,6.36,7.65,12.18
1217.56,243.51,139.46,68.83,34.37,27.53,89.21
554.04,110.81,69.46,39.95,12.6,23.44,38.66
157.01,31.4,22.63,9.88,6.09,3.97,12.09
309.15,46.37,31.04,18.08,12.36,13.2,22.88
178.68,26.8,22.59,9.71,8.21,3.97,10.28
119.09,23.82,15.3,8.21,2.92,5.44,9.07
755.25,226.57,86.16,51.36,37.25,30.53,42.25
1658.45,248.77,210.56,131.53,72.92,49.24,81.74
117.6,35.28,17.02,8.4,5.67,2.38,7.64
564.8,112.96,80.88,37.14,13.75,12.24,44.61
213.92,42.78,23.52,12.92,9.64,10.22,15.31
243.81,73.14,30.75,17.41,9.77,12.1,16.06
224.12,33.62,30.61,13.35,5.93,6.02,16.24
180.35,27.05,26.62,10.48,8.07,4.24,7.72
374.25,56.14,51.47,27.75,15.85,10.63,17.27
185.18,55.55,24.64,10.84,7.2,5.77,12.63
446.96,89.39,50.16,24.28,22.17,16.53,25.19
345.82,51.87,43.35,19.19,13.25,16.9,26.13
297.36,89.21,35.64,19.75,11.34,6.15,13.18
174.17,34.83,20.93,12.89,6.72,6.12,9.57
226.94,45.39,25.55,12.92,8.25,9.27,15.05
658.8,197.64,76.88,44.8,32.07,18.91,30.34
537.45,80.62,73.74,27.39,25.23,17.07,30.32
164.69,49.41,19.75,10.47,6.83,5.17,12.29
389.78,77.96,40.21,20.9,17.49,13.91,16.28
656.69,131.34,67.3,52.18,21.04,22.78,50.42
94.69,18.94,10.43,5.94,4.65,2.08,5.75
556.01,166.8,61.84,30.81,22.5,16.25,35.64
211.88,42.38,31.16,15.42,10.28,6.79,10.43
568.26,85.24,73.31,31.84,19.74,14.94,32.36
195.49,29.32,27.36,9.86,3.97,7.52,14.58
84.96,16.99,8.91,5.22,2.18,3.37,5.95
97.91,19.58,10.39,6.71,4.03,3.26,7.67
374.12,56.12,38.78,21.98,13.26,10.91,25.64
443.14,88.63,58.33,27.82,19.52,15.45,23.64
174.63,34.93,22.52,10.27,5.12,7.21,13.12
600.03,90.0,71.55,45.93,28.75,19.32,32.35
95.29,19.06,9.9,5.47,2.13,2.49,4.75
341.46,102.44,41.56,18.37,15.74,13.53,14.63
136.63,27.33,16.33,8.36,5.3,4.84,7.05
213.71,64.11,22.43,12.77,9.65,8.58,10.48
373.91,56.09,43.97,25.32,15.12,8.79,29.51
180.87,36.17,25.66,13.05,8.28,5.95,11.51
264.66,39.7,38.32,19.93,9.14,6.46,11.47
805.24,241.57,90.58,55.85,29.51,21.63,55.65
226.92,34.04,25.92,18.09,4.63,8.89,16.49
702.51,140.5,80.27,47.7,30.33,28.17,28.49
145.81,21.87,19.15,7.36,3.41,5.33,8.85
550.02,110.0,65.29,30.08,21.11,27.38,36.66
1140.66,228.13,152.27,69.15,38.05,30.11,49.19
49.84,14.95,5.0,2.98,2.45,1.41,2.18
190.3,57.09,24.9,11.25,5.75,3.96,13.59
571.21,114.24,68.12,39.85,23.82,25.9,39.73
306.03,91.81,40.2,17.92,13.31,11.63,21.66
484.45,96.89,70.63,29.14,23.95,15.84,20.56
222.05,44.41,32.89,17.17,5.55,5.92,14.97
385.82,77.16,49.21,30.21,16.77,13.73,21.64
317.84,95.35,34.59,15.92,9.83,9.55,15.64
916.29,183.26,134.07,58.81,29.12,25.37,51.11
441.26,66.19,54.73,27.29,15.97,20.94,19.27
471.63,94.33,55.68,30.54,14.96,22.2,21.18
258.94,51.79,27.74,20.39,9.31,9.01,13.82
243.72,48.74,35.51,17.44,8.45,11.37,12.65
254.69,50.94,37.77,20.05,5.9,7.66,15.85
493.57,148.07,73.14,29.87,10.22,23.98,21.33
257.06,77.12,31.67,14.01,5.7,9.21,14.2
453.92,90.78,64.73,31.63,18.5,18.75,34.03
1893.96,378.79,255.93,126.64,78.12,65.59,141.78
722.71,144.54,89.19,54.61,21.68,29.45,42.99
277.35,55.47,39.24,21.14,7.07,8.12,20.11
941.12,282.34,116.22,58.32,38.27,39.95,43.66
259.73,51.95,36.19,19.59,6.5,5.83,12.28
70.5,14.1,10.41,4.2,3.1,2.32,2.97
160.72,32.14,21.4,9.02,5.73,7.96,11.31
80.6,12.09,11.83,5.15,1.7,2.49,5.34
271.75,40.76,34.43,20.4,8.31,11.3,19.29
365.34,54.8,40.7,23.43,17.41,18.16,19.26
1376.44,412.93,176.49,88.03,53.89,38.19,68.74
467.62,93.52,59.54,24.17,21.47,23.32,28.02
302.12,60.42,34.18,16.1,12.82,15.0,14.51
698.98,104.85,93.87,44.51,28.62,29.69,36.0
61.39,12.28,6.62,3.96,1.34,2.47,3.05
434.67,130.4,54.04,23.0,15.65,18.66,34.58
667.0,133.4,74.93,35.1,20.95,25.87,51.7
110.3,33.09,16.43,7.52,3.99,5.28,5.61
898.84,134.83,98.92,59.53,27.28,22.45,63.21
471.96,94.39,69.59,33.96,23.22,17.28,33.26
258.24,51.65,37.82,18.42,12.41,6.58,13.71
597.25,179.17,70.36,34.95,27.7,15.93,35.9
2214.23,442.85,223.52,154.86,58.57,84.96259999999958,147.2611999999998
416.38,83.28,56.84,27.96,17.06,11.73,19.29
439.08,87.82,47.36,22.08,20.0,20.87,20.24
249.29,37.39,32.88,15.62,9.56,11.48,13.61
182.4,36.48,20.06,12.92,7.95,4.27,11.15
699.5,139.9,70.71,54.08,25.27,32.38,36.7
181.5,27.22,18.47,9.77,6.27,4.95,13.78
381.21,76.24,50.33,21.52,15.39,18.68,23.59
245.67,49.13,34.75,17.88,7.03,12.12,9.93
528.1,105.62,75.77,27.86,24.72,21.77,40.56
470.14,94.03,61.57,23.87,13.93,13.4,33.69
825.62,165.12,96.53,49.37,17.96,21.99,63.9
239.39,71.82,30.79,14.23,9.84,10.68,10.99
290.09,58.02,38.73,18.7,13.77,7.39,12.1
164.53,49.36,21.55,9.46,5.14,5.14,12.96
252.31,75.69,28.22,12.68,6.85,6.64,16.91
486.84,146.05,63.56,37.69,16.53,11.36,26.73
659.64,131.93,79.63,52.32,30.16,21.04,44.58
172.15,51.65,21.11,13.74,6.59,8.32,9.36
721.83,108.27,97.25,57.09,26.14,24.78,46.28
1064.88,212.98,141.45,79.36,51.77,37.66,74.72
501.12,100.22,55.12,33.79,17.41,23.44,32.07
1615.73,323.15,161.68,106.21,42.58,75.34,125.69
193.85,58.15,27.67,10.06,5.6,9.51,8.75
133.0,19.95,17.95,10.16,4.6,4.99,8.73
86.76,26.03,12.55,4.94,2.81,1.85,4.09
1191.47,357.44,135.19,86.09,38.95,28.24,58.4
607.65,121.53,90.74,43.1,18.85,22.54,28.98
344.34,68.87,41.89,24.98,16.7,8.68,21.28
450.37,90.07,65.67,24.21,9.04,19.29,34.48
146.31,21.95,19.33,9.26,5.57,4.84,9.63
2547.09,509.42,289.86,154.8612999999998,87.33179999999972,84.96259999999958,124.07
399.21,79.84,46.6,20.12,14.65,8.58,28.49
392.93,58.94,51.74,24.53,18.04,11.21,27.15
643.37,128.67,86.2,38.35,31.39,22.72,31.74
528.96,105.79,67.46,39.25,13.04,15.39,29.1
430.61,86.12,63.47,28.25,13.24,18.71,18.84
191.28,57.38,25.38,12.83,6.03,4.7,11.43
524.94,104.99,56.83,27.54,24.8,14.16,35.61
1622.5,324.5,166.59,89.35,67.49,53.79,119.02
1056.21,158.43,149.32,76.55,47.73,29.53,75.22
1287.75,257.55,147.58,83.5,60.35,53.23,79.42
239.16,71.75,35.6,13.12,4.87,11.0,12.32
163.11,32.62,22.29,8.18,4.79,7.89,12.95
325.54,65.11,37.35,19.77,8.31,8.6,23.35
376.41,75.28,55.55,22.54,18.69,16.11,23.11
863.9,259.17,89.0,53.1,26.54,42.27,54.24
92.96,18.59,11.62,4.71,3.44,3.24,6.48
1223.83,367.15,132.37,94.92,27.92,48.63,83.13
317.25,63.45,46.38,19.73,11.62,15.12,24.52
255.85,38.38,26.0,18.46,11.0,8.07,11.65
160.2,48.06,21.9,8.97,6.43,7.3,8.39
95.8,19.16,13.71,4.85,3.53,4.36,6.57
695.51,139.1,79.2,50.04,18.3,14.96,43.15
381.75,76.35,52.09,29.41,15.43,7.89,29.33
128.27,25.65,13.39,8.6,2.84,2.58,7.34
127.75,25.55,13.79,7.03,3.04,3.81,6.24
275.19,55.04,40.72,19.52,7.93,11.19,11.83
1368.3,205.24,152.29,107.13,37.52,36.3,81.46
292.49,58.5,33.51,23.1,8.24,12.48,21.03
108.16,32.45,15.65,7.1,3.4,5.32,4.92
295.75,44.36,33.9,22.32,6.5,10.88,22.17
289.43,86.83,36.41,21.04,9.58,11.01,20.39
41.62,8.32,4.78,2.54,1.63,1.41,1.91
344.7,68.94,46.78,21.45,13.28,13.73,22.78
299.27,59.85,44.47,18.66,6.56,9.33,18.52
628.33,125.67,66.48,32.29,19.33,16.08,31.26
1580.14,474.04,221.31,109.9,53.55,61.65,98.7
886.57,177.31,113.95,59.24,20.79,28.96,35.77
290.32,58.06,36.9,21.12,11.26,8.49,12.04
148.54,29.71,19.46,8.91,6.25,5.26,9.37
2820.85,423.13,296.01079999999985,145.27,57.07,84.96259999999958,138.36
377.47,75.49,51.11,25.11,16.97,11.59,23.58
364.03,109.21,45.57,27.17,13.92,8.3,22.03
353.12,105.94,35.82,26.52,7.12,9.67,23.04
421.82,84.36,50.66,31.21,16.81,11.04,18.31
320.74,48.11,46.48,21.41,14.27,12.23,18.84
227.51,45.5,29.32,16.37,10.53,6.0,11.57
232.44,46.49,27.69,12.46,8.12,11.21,14.48
350.69,52.6,36.24,19.57,10.76,10.44,24.52
233.08,69.92,34.59,18.45,7.06,8.09,13.72
203.53,40.71,22.71,12.7,4.51,8.95,11.8
391.99,78.4,52.24,24.33,10.85,17.11,18.0
293.57,88.07,38.06,15.36,7.66,14.24,21.33
1199.07,239.81,129.88,76.08,46.71,48.21,55.52
43.18,12.95,4.77,3.01,1.08,2.15,1.95
862.05,172.41,126.73,62.25,35.33,25.15,61.09
975.52,195.1,146.16,59.68,38.61,24.73,77.06
68.54,13.71,8.11,5.39,2.35,1.53,3.22
273.68,82.1,34.21,17.47,5.61,11.76,15.79
267.46,53.49,33.69,17.28,8.36,6.32,11.33
116.76,35.03,12.41,8.15,2.75,4.84,9.2
193.22,57.97,28.73,10.37,8.52,9.0,12.75
148.06,29.61,17.07,10.37,6.76,6.5,10.9
1462.53,438.76,178.35,89.09,31.15,55.33,88.24
761.01,228.3,109.64,38.69,26.13,36.79,51.9
995.6,199.12,134.54,73.05,42.17,44.51,58.74
641.26,192.38,73.61,50.13,18.78,13.83,37.57
145.89,21.88,15.05,9.81,5.28,4.57,9.46
236.63,47.33,25.26,14.41,10.6,5.72,16.24
532.51,159.75,63.65,37.75,17.29,16.51,40.03
135.42,27.08,16.55,10.45,3.29,5.61,9.22
636.83,95.52,78.97,37.86,30.36,15.59,48.43
297.03,59.41,30.68,19.85,9.44,12.82,14.62
266.73,53.35,27.2,15.26,8.16,8.17,13.46
635.79,127.16,83.4,44.04,24.37,21.98,31.38
513.64,102.73,55.52,37.86,23.04,15.44,22.69
269.71,80.91,35.81,15.21,13.23,13.28,17.12
910.11,273.03,97.85,60.65,35.57,27.89,50.72
151.6,30.32,19.32,8.39,4.6,3.96,9.73
589.25,88.39,67.0,37.84,19.53,18.94,35.92
578.58,115.72,63.69,40.65,23.44,24.14,36.51
281.03,56.21,31.21,14.33,13.78,10.01,15.21
467.32,70.1,56.73,33.78,23.14,15.79,22.42
132.32,39.7,16.81,8.03,5.3,3.85,8.91
753.95,150.79,106.49,50.41,23.27,34.55,51.52
310.5,62.1,42.34,19.85,10.27,7.35,24.0
236.97,71.09,26.21,17.39,11.41,9.16,11.95
833.23,166.65,101.43,60.23,34.89,33.32,61.22
204.92,61.48,20.82,10.26,6.18,4.64,8.46
116.67,35.0,14.99,6.35,4.14,3.41,4.88
103.63,20.73,14.01,5.92,3.58,4.89,6.85
584.59,116.92,80.16,38.24,26.49,18.12,27.35
129.25,19.39,13.73,7.63,2.64,5.28,6.49
1465.48,219.82,183.19,78.48,61.64,40.15,109.61
68.07,10.21,9.81,3.57,1.73,2.83,4.45
1398.66,419.6,152.83,86.17,41.14,66.91,102.92
426.2,127.86,44.16,26.34,17.04,9.18,24.76
333.2,99.96,37.65,23.4,14.77,15.41,23.16
232.8,46.56,24.49,12.63,9.77,7.8,12.12
495.42,148.63,51.0,30.53,14.07,12.69,22.97
349.32,69.86,38.86,20.77,12.43,9.48,16.87
870.22,174.04,103.03,56.04,25.63,20.16,66.98
394.45,118.33,54.11,29.4,13.36,11.18,24.87
406.0,81.2,42.1,24.4,15.6,13.84,19.58
269.14,80.74,40.03,21.48,5.86,6.68,12.87
343.97,68.79,34.6,26.96,16.76,9.15,22.79
460.52,138.15,64.62,26.1,16.78,9.78,30.42
91.65,13.75,9.19,6.0,3.05,2.22,6.5
122.43,18.36,13.78,9.47,4.2,4.92,8.72
652.44,195.73,95.68,46.6,29.38,28.51,28.96
412.73,61.91,50.23,31.45,9.72,19.33,18.67
310.73,62.15,36.37,22.99,14.65,12.17,17.32
365.35,73.07,48.53,25.07,9.85,17.36,27.05
475.41,95.08,65.78,33.15,19.36,15.34,19.34
233.76,46.75,34.11,13.5,8.58,10.66,16.86
193.15,38.63,28.12,10.74,8.29,4.92,8.4
421.06,126.32,56.81,28.27,10.35,12.7,29.86
164.58,32.92,16.83,8.65,7.32,6.57,7.42
499.05,99.81,57.63,28.74,19.72,20.88,38.61
92.21,18.44,10.61,6.29,4.0,2.37,6.09
820.1,164.02,95.19,43.33,28.42,32.37,52.4
525.41,157.62,55.34,36.18,23.56,23.78,41.38
441.83,66.27,45.09,29.16,19.16,13.14,29.64
790.18,118.53,88.18,42.77,19.8,36.06,48.89
1364.42,409.33,176.26,88.65,66.86,36.24,108.68
810.46,162.09,81.17,57.87,39.84,37.12,59.33
82.55,16.51,11.92,5.54,4.09,4.05,6.12
129.34,25.87,18.89,9.9,2.97,4.65,7.35
218.38,43.68,28.54,17.13,9.27,10.06,8.83
367.59,73.52,37.7,22.39,14.41,13.87,22.66
544.7,108.94,81.15,31.48,26.83,25.87,34.86
201.44,40.29,26.38,12.52,7.71,7.02,8.22
418.02,83.6,52.89,26.68,16.94,15.71,23.99
196.72,39.34,24.36,10.93,4.25,5.28,10.59
220.72,33.11,23.52,15.95,6.58,4.95,12.22
116.84,23.37,16.34,9.05,4.55,5.43,8.0
172.0,51.6,21.46,11.06,4.99,7.23,12.26
122.09,24.42,12.33,6.3,4.01,4.59,9.59
164.91,32.98,17.75,13.12,7.52,4.89,10.67
836.33,167.27,95.6,50.46,41.05,19.16,60.76
168.44,33.69,24.55,9.53,8.32,7.31,8.7
2957.23,528.6405999999998,296.01079999999985,154.8612999999998,87.33179999999972,84.96259999999958,133.84
534.19,80.13,78.54,34.07,18.09,12.59,32.53
417.37,125.21,47.47,24.61,13.77,12.28,24.78
181.17,36.23,27.03,11.43,3.63,6.72,12.43
630.4,126.08,93.15,49.08,24.31,25.11,34.86
227.15,34.07,30.8,15.64,4.96,6.74,10.91
396.91,59.54,54.71,23.69,18.85,17.75,23.07
2791.05,528.6405999999998,282.49,140.17,83.52,84.96259999999958,147.2611999999998
333.37,66.67,37.17,22.78,11.8,10.17,21.1
902.82,270.85,99.08,55.99,42.55,42.68,57.08
205.11,41.02,30.35,13.13,8.45,4.11,13.76
350.06,70.01,42.16,26.66,8.34,16.3,15.37
1484.37,222.66,193.09,94.15,60.52,59.24,93.58
218.01,65.4,24.74,11.81,8.26,8.73,17.0
1534.66,460.4,173.0,101.66,66.94,64.89,105.85
634.16,126.83,76.7,45.13,14.24,17.64,45.8
229.55,45.91,26.6,13.55,11.2,9.38,9.39
597.07,119.41,82.14,34.31,13.06,17.39,31.27
783.8,235.14,102.76,47.97,26.68,21.61,45.09
592.03,118.41,79.74,36.61,24.11,17.05,47.19
102.51,30.75,13.02,5.69,4.27,2.68,5.43
201.22,30.18,29.21,13.89,5.62,8.72,15.56
295.33,44.3,30.49,21.61,11.59,14.42,14.61
339.19,101.76,46.63,23.26,7.31,7.57,21.04
591.49,118.3,66.25,38.51,17.95,21.33,27.88
414.99,62.25,54.43,27.89,19.92,17.07,19.08
123.7,24.74,18.1,8.09,4.17,3.52,5.11
487.97,97.59,56.38,31.19,22.29,14.51,27.91
586.73,176.02,86.95,29.83,14.3,15.09,32.28
563.37,169.01,61.3,37.31,18.97,17.02,31.51
854.68,128.2,126.29,44.65,32.75,29.39,37.1
701.51,140.3,71.61,46.58,20.57,16.39,31.37
519.8,77.97,60.52,33.73,25.67,12.66,37.18
340.35,68.07,45.92,25.74,12.01,9.57,17.45
95.33,28.6,13.56,5.94,2.7,2.42,4.6
507.65,101.53,55.01,39.9,20.25,24.78,20.52
425.07,63.76,62.36,27.1,19.29,8.82,32.19
447.36,134.21,48.24,35.09,13.3,12.07,21.63
129.63,38.89,18.59,7.09,4.35,3.97,8.23
151.6,45.48,21.87,11.56,7.34,6.46,8.4
836.0,250.8,114.44,61.34,20.16,25.63,56.93
348.79,104.64,50.42,19.98,8.98,12.45,19.55
620.98,93.15,64.68,49.61,31.02,13.29,38.86
368.25,110.47,53.87,21.3,12.21,10.95,28.22
368.67,55.3,45.42,23.93,13.56,15.85,21.4
762.6,152.52,87.53,54.71,27.02,32.43,38.68
238.24,47.65,23.9,11.94,9.27,7.71,16.87
388.77,77.75,49.97,23.5,12.99,16.73,30.55
248.71,49.74,25.65,16.69,7.6,8.09,18.35
254.3,50.86,25.59,17.25,7.94,7.79,19.64
281.12,56.22,33.98,20.49,10.86,7.06,18.57
430.01,86.0,44.31,28.5,14.19,12.1,17.77
245.45,73.64,34.93,19.56,8.01,8.63,11.79
983.1,196.62,100.56,68.38,29.22,40.52,48.46
175.99,35.2,22.55,12.22,7.87,3.92,8.64
310.01,93.0,39.19,19.62,7.72,14.9,15.9
253.24,50.65,32.43,16.18,9.66,6.7,11.57
1145.6,229.12,122.13,74.2,56.32,25.97,69.37
421.3,84.26,60.71,33.2,10.88,11.38,28.69
821.87,246.56,108.99,55.41,26.72,27.53,43.97
109.69,21.94,15.26,5.66,4.56,4.17,6.72
445.74,89.15,63.47,31.11,14.68,16.5,18.97
733.49,146.7,106.16,40.41,14.89,28.18,47.33
384.5,76.9,52.34,24.05,15.86,9.31,26.09
844.28,126.64,115.09,44.55,35.05,35.85,52.37
238.0,35.7,25.58,13.01,10.15,7.98,18.13
1111.63,166.74,120.58,80.78,39.23,34.51,83.84
2264.76,528.6405999999998,296.01079999999985,138.15,65.9,84.96259999999958,135.15
269.3,53.86,29.89,13.85,11.69,13.45,15.05
252.07,75.62,32.18,18.08,7.06,7.41,11.96
1151.49,230.3,130.78,57.79,30.0,45.3,72.23
1273.8,254.76,143.65,94.51,35.69,55.34,56.03
236.94,47.39,29.04,15.81,6.55,6.11,15.9
257.23,51.45,27.85,19.46,7.83,7.6,10.87
287.34,43.1,40.89,16.78,14.31,8.94,20.57
122.8,24.56,13.19,6.77,2.85,5.36,8.24
172.64,25.9,23.98,8.98,5.73,8.35,8.47
161.22,24.18,19.9,11.45,7.65,7.93,12.54
194.78,38.96,21.49,15.06,3.94,8.85,8.72
350.15,70.03,41.01,24.86,16.62,13.01,26.88
434.19,130.26,52.68,29.68,10.0,9.51,31.09
1244.52,373.36,141.79,62.45,41.49,48.37,50.09
161.97,32.39,22.75,9.86,4.31,6.58,10.51
791.21,158.24,93.1,61.94,31.56,33.37,62.12
303.36,91.01,37.78,20.14,15.02,11.23,15.66
346.03,51.9,35.1,20.04,14.99,13.64,18.63
617.67,123.53,68.72,33.13,26.31,15.57,28.67
146.63,29.33,15.26,9.06,4.99,3.22,9.55
488.84,97.77,71.09,26.51,18.22,12.19,30.47
411.28,123.38,58.84,32.39,14.82,8.32,28.9
533.82,160.15,60.88,40.15,16.57,25.44,25.13
453.7,136.11,56.44,29.14,22.26,13.29,24.08
2566.62,384.99,296.01079999999985,154.8612999999998,87.33179999999972,84.96259999999958,147.2611999999998
216.14,43.23,30.01,11.79,10.1,9.7,13.15
235.4,70.62,26.27,12.92,6.55,5.98,11.23
218.68,65.6,30.75,11.98,9.29,5.77,9.61
230.84,46.17,25.16,12.51,8.48,5.52,9.63
216.2,43.24,24.77,14.01,8.04,10.66,10.23
931.99,186.4,134.61,68.22,23.29,38.84,67.24
1121.6,336.48,128.19,77.69,37.74,46.27,48.77
228.04,34.21,33.19,14.28,7.93,8.79,9.75
184.97,36.99,19.75,9.41,7.51,8.73,10.15
524.92,104.98,69.07,31.65,19.97,11.18,30.66
231.44,46.29,26.37,13.47,6.33,9.13,16.34
597.32,179.2,69.31,34.02,13.11,18.34,37.71
423.45,84.69,59.99,26.16,19.18,19.2,22.68
107.07,21.41,13.77,7.57,4.12,2.21,5.75
1241.54,248.31,137.72,89.79,45.66,39.98,68.03
1514.45,227.17,223.04,84.3,38.66,35.05,74.83
220.49,44.1,26.51,15.1,10.72,9.37,10.82
264.0,39.6,38.01,15.76,10.81,11.19,19.59
452.5,90.5,65.88,25.84,18.04,17.55,35.55
470.44,141.13,56.88,37.6,14.66,14.83,20.59
609.68,182.9,73.58,31.63,21.35,27.5,41.2
1797.71,269.66,229.46,135.88,77.0,54.07,72.23
312.48,62.5,41.2,19.36,9.63,12.52,15.57
190.08,57.03,19.53,14.87,9.2,8.32,12.02
119.42,17.91,12.35,6.68,3.76,3.21,6.26
200.61,30.09,22.57,16.02,6.18,4.83,9.97
350.58,52.59,42.63,25.45,11.91,9.64,16.1
1512.85,302.57,200.82,101.19,56.59,51.13,114.69
237.94,71.38,26.13,17.31,7.69,4.93,11.2
430.58,129.17,49.63,31.03,10.72,13.8,19.87
355.3,71.06,42.77,21.4,11.57,8.1,17.38
931.52,186.3,106.17,72.65,36.09,28.73,70.64
2718.0,528.6405999999998,296.01079999999985,154.8612999999998,59.95,84.96259999999958,112.8
235.43,47.09,25.04,13.7,11.07,7.76,10.57
243.36,48.67,24.52,14.05,8.72,9.58,17.5
830.01,166.0,91.18,62.88,30.32,30.37,59.45
621.18,124.24,70.58,36.76,24.79,14.51,30.69
1577.3,473.19,220.02,122.28,47.12,46.3,77.13
574.35,114.87,79.02,40.11,16.82,28.34,41.42
270.07,54.01,36.81,21.32,7.39,12.91,14.24
577.45,173.24,85.48,43.02,26.3,22.43,23.98
873.99,131.1,105.29,65.76,33.37,21.74,58.86
694.01,208.2,73.02,36.33,14.59,32.33,49.12
540.19,108.04,76.13,35.09,16.12,19.44,32.38
845.09,169.02,109.15,52.56,19.26,27.15,50.49
917.4,183.48,137.6,67.39,22.2,26.21,65.0
1087.71,217.54,127.23,64.91,41.8,29.28,67.21
604.91,120.98,86.93,42.53,13.29,28.94,40.38
314.95,62.99,45.04,22.29,15.13,10.26,23.25
404.83,60.72,60.39,23.96,16.86,8.71,30.85
945.12,141.77,141.02,63.36,43.72,43.08,74.35
187.27,28.09,28.01,13.31,9.33,4.93,10.73
483.5,96.7,70.45,33.43,13.8,15.96,21.5
262.81,52.56,29.71,15.73,11.18,9.92,15.3
368.37,110.51,44.97,21.44,14.04,14.62,26.65
1001.11,300.33,148.69,59.31,48.42,49.6,68.48
419.47,125.84,50.31,21.65,17.47,11.19,20.59
373.63,74.73,54.52,25.84,13.55,10.78,15.81
121.29,24.26,16.72,8.69,2.58,4.82,6.43
654.0,196.2,93.72,33.6,19.91,21.57,30.83
603.35,90.5,83.18,47.78,16.33,19.19,42.69
2031.86,406.37,241.97,149.58,51.66,83.84,106.6
281.43,84.43,31.98,20.08,9.1,9.25,18.96
428.99,128.7,57.98,32.2,15.14,14.82,24.27
439.49,131.85,45.87,33.67,14.36,9.83,32.54
1271.65,381.49,138.91,74.77,35.93,44.41,92.9
333.57,50.04,33.86,21.51,13.65,13.73,14.37
450.03,90.01,51.39,31.15,13.07,10.23,29.3
585.47,175.64,67.69,44.78,20.73,12.4,29.74
417.96,125.39,60.47,29.92,18.73,17.46,22.11
251.88,50.38,34.78,17.49,8.08,5.82,16.22
420.47,63.07,56.47,27.84,20.87,12.13,20.67
849.81,169.96,118.84,50.61,26.86,33.63,38.09
158.36,31.67,20.89,11.31,4.84,7.21,7.46
400.41,60.06,45.29,25.45,13.29,12.48,18.55
205.62,41.12,30.4,10.93,6.25,8.56,10.2
936.49,140.47,100.02,69.47,37.4,35.87,63.85
106.44,31.93,11.21,7.48,4.58,4.04,4.49
230.2,46.04,25.77,14.92,6.52,5.49,9.84
486.81,146.04,69.52,37.26,11.67,14.38,29.06
1259.57,251.91,153.85,90.43,49.95,26.33,53.61
341.55,68.31,40.92,23.08,8.98,12.7,19.18
230.89,46.18,26.36,16.83,8.64,8.16,14.58
1621.37,486.41,239.94,123.05,60.49,64.81,107.34
113.03,22.61,15.66,7.65,3.33,2.64,6.35
62.0,12.4,6.71,4.73,2.49,2.93,4.31
511.89,76.78,60.11,35.89,17.96,23.47,38.41
240.92,48.18,28.44,16.12,4.83,9.7,12.37
159.03,31.81,17.69,10.09,6.15,4.23,6.62
634.47,126.89,67.5,34.52,18.75,24.6,31.68
437.53,131.26,62.08,22.09,16.41,21.04,25.74
229.26,45.85,28.89,12.97,7.85,7.63,10.41
129.26,25.85,15.22,7.21,5.35,3.78,8.16
723.48,144.7,74.55,41.07,17.74,27.33,46.98
605.63,90.84,68.2,36.71,19.39,12.53,42.02
332.54,66.51,45.3,21.24,10.25,15.51,14.27
1577.21,473.16,228.28,118.2,62.11,47.76,111.82
152.94,30.59,22.11,9.34,4.69,7.43,8.79
106.24,31.87,12.28,6.06,2.41,5.12,7.94
206.97,41.39,28.03,16.49,6.01,4.46,12.69
347.11,104.13,37.27,27.75,16.5,16.75,20.57
437.37,87.47,49.96,31.88,20.16,17.08,30.07
296.82,59.36,37.34,18.11,6.43,12.24,15.41
477.11,143.13,66.22,29.65,20.11,22.67,21.26
132.27,26.45,19.25,7.33,4.34,3.82,9.91
1142.66,342.8,168.1,66.15,42.9,39.1,59.37
337.1,50.57,36.45,23.68,11.5,9.69,20.61
880.02,132.0,107.44,59.44,37.16,23.52,50.03
473.56,94.71,63.36,30.22,14.12,22.89,26.48
518.79,103.76,71.4,35.59,21.37,14.34,34.92
567.88,113.58,71.12,36.64,21.44,14.44,29.38
515.05,103.01,52.97,40.53,23.9,17.36,28.75
602.01,180.6,84.32,45.56,20.52,29.93,40.94
1042.55,208.51,149.19,75.9,35.64,23.17,57.28
421.29,84.26,60.9,22.34,9.81,18.85,26.16
634.8,95.22,91.27,40.75,13.71,18.95,28.72
335.06,50.26,46.14,22.92,11.2,11.1,20.68
1139.33,341.8,137.61,59.99,41.09,47.85,53.44
209.56,41.91,22.84,16.21,5.08,6.79,15.35
1520.59,304.12,162.07,85.87,70.66,40.92,81.62
348.62,52.29,47.21,17.48,8.5,16.54,25.66
114.6,22.92,15.92,7.15,4.43,5.24,7.8
398.85,79.77,52.89,21.43,15.94,10.83,17.59
208.78,41.76,26.86,15.0,6.53,8.0,12.04
705.3,141.06,91.32,53.14,15.93,34.13,51.57
213.58,32.04,22.06,13.46,6.93,5.26,12.13
251.93,75.58,28.75,19.95,5.55,6.33,13.14
79.4,23.82,8.62,5.2,1.63,1.9,3.73
250.7,50.14,30.77,16.5,9.92,6.99,18.31
51.78,15.53,5.38,3.8,1.8,1.54,4.08
101.39,20.28,11.82,5.6,2.22,2.08,5.07
661.45,198.44,95.1,36.93,25.15,30.57,48.19
675.02,135.0,70.81,50.52,17.37,26.33,46.08
505.97,151.79,64.9,26.04,19.24,20.78,37.03
166.09,49.83,18.79,9.62,7.29,7.04,8.35
346.52,69.3,41.08,23.57,14.23,7.58,26.96
